Üniversite,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),BURDUR,467943,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi Akademik Kadro,Grafik Tasarımı (4 Yıllık),BALIKESİR,468016,EA
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (Ankara) (4 Yıllık),ANKARA,468133,EA
OSMANİYE KORKUT ATA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),OSMANİYE,468772,EA
HACETTEPE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Aile ve Tüketici Bilimleri (4 Yıllık),ANKARA,471376,EA
SÜLEYMAN DEMİREL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (İngilizce) (4 Yıllık),ISPARTA,472013,EA
İSKENDERUN TEKNİK ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi Akademik Kadro,Havacılık Yönetimi (Fakülte) (4 Yıllık),HATAY,472407,EA
İSTANBUL ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Bilim Tarihi (4 Yıllık),İSTANBUL,472910,EA
ANADOLU ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),ESKİŞEHİR,473065,EA
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),İZMİR,473376,EA
MERSİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),MERSİN,473956,EA
İZMİR BAKIRÇAY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),İZMİR,474994,EA
SİNOP ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),SİNOP,476422,EA
ANADOLU ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Sosyal Hizmet (Açıköğretim) (Açıköğretim) (4 Yıllık),ESKİŞEHİR,478510,EA
ERCİYES ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İngilizce) (4 Yıllık),KAYSERİ,479108,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (İÖ) (4 Yıllık),BURSA,479231,EA
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak Zeliha Tolunay Uygulamalı Teknoloji ve İşletmecilik Yüksekokulu Akademik Kadro,Yönetim Bilişim Sistemleri (Yüksekokul) (4 Yıllık),BURDUR,479272,EA
SAKARYA ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),SAKARYA,480321,EA
İSTANBUL ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih Öncesi Arkeolojisi (4 Yıllık),İSTANBUL,482287,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),BURSA,482368,EA
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (4 Yıllık),MUĞLA,482471,EA
ONDOKUZ MAYIS ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),SAMSUN,482697,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),TRABZON,482860,EA
ÇUKUROVA ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),ADANA,482864,EA
SELÇUK ÜNİVERSİTESİ Ziraat Fakültesi Akademik Kadro,Tarım Ekonomisi (4 Yıllık),KONYA,482930,EA
SAKARYA ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,İşletme (4 Yıllık),SAKARYA,483929,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Denizcilik Fakültesi Akademik Kadro,Denizcilik İşletmeleri Yönetimi (4 Yıllık),BALIKESİR,484285,EA
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ Kültür Varlıklarını Koruma ve Onarım Yüksekokulu Akademik Kadro,Kültür Varlıklarını Koruma ve Onarım (Yüksekokul) (4 Yıllık),İSTANBUL,484536,EA
PAMUKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (4 Yıllık),DENİZLİ,484589,EA
ANADOLU ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),ESKİŞEHİR,485211,EA
İZMİR BAKIRÇAY ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),İZMİR,487977,EA
GAZİANTEP ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),GAZİANTEP,488688,EA
NECMETTİN ERBAKAN ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),KONYA,489846,EA
HACETTEPE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Antropoloji (4 Yıllık),ANKARA,490269,EA
ATATÜRK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (4 Yıllık),ERZURUM,492332,EA
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),RİZE,492480,EA
YALOVA ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Antrenörlük Eğitimi (Fakülte) (4 Yıllık),YALOVA,493443,EA
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (İngilizce) (4 Yıllık),MUĞLA,493563,EA
ATATÜRK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (İÖ) (4 Yıllık),ERZURUM,493646,EA
SELÇUK ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KONYA,494666,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),İZMİR,494921,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Ömer Seyfettin Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),BALIKESİR,498208,EA
BURSA TEKNİK ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),BURSA,499025,EA
SAKARYA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Maliye (4 Yıllık),SAKARYA,499153,EA
MERSİN ÜNİVERSİTESİ İçel Sağlık Yüksekokulu Akademik Kadro,Sağlık Yönetimi (Yüksekokul) (4 Yıllık),MERSİN,499263,EA
MERSİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),MERSİN,499777,EA
SELÇUK ÜNİVERSİTESİ Beyşehir Ali Akkanat Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Sosyal Hizmet (Yüksekokul) (4 Yıllık),KONYA,500586,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (İÖ) (4 Yıllık),İZMİR,501209,EA
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),ANKARA,501292,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İşletme (4 Yıllık),ÇANAKKALE,501605,EA
KOCAELİ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),KOCAELİ,502121,EA
KARABÜK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),KARABÜK,502847,EA
GAZİ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Rekreasyon (Fakülte) (4 Yıllık),ANKARA,503487,EA
İSTANBUL MEDENİYET ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Bilgi ve Belge Yönetimi (4 Yıllık),İSTANBUL,504501,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (İÖ) (4 Yıllık),İZMİR,504939,EA
SAKARYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),SAKARYA,505623,EA
DOKUZ EYLÜL ÜNİVERSİTESİ Necat Hepkon Spor Bilimleri Fakültesi (Seferihisar) Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),İZMİR,506911,EA
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Kaman Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Yönetim Bilişim Sistemleri (Yüksekokul) (4 Yıllık),KIRŞEHİR,509631,EA
ANADOLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),ESKİŞEHİR,513233,EA
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (İÖ) (4 Yıllık),ESKİŞEHİR,515697,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Ziraat Fakültesi Akademik Kadro,Tarım Ekonomisi (4 Yıllık),ÇANAKKALE,516714,EA
AMASYA ÜNİVERSİTESİ Merzifon İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Havacılık Yönetimi (Fakülte) (4 Yıllık),AMASYA,517710,EA
ANKARA ÜNİVERSİTESİ Dil ve Tarih Coğrafya Fakültesi Akademik Kadro,Antropoloji (4 Yıllık),ANKARA,518123,EA
AKDENİZ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),ANTALYA,518187,EA
İZMİR BAKIRÇAY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),İZMİR,518482,EA
OSMANİYE KORKUT ATA ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (4 Yıllık),OSMANİYE,518715,EA
DOKUZ EYLÜL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),İZMİR,519025,EA
ERCİYES ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),KAYSERİ,519484,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İnegöl İşletme Fakültesi Akademik Kadro,Uluslararası Ticaret ve İşletmecilik (Fakülte) (4 Yıllık),BURSA,519664,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Antrenörlük Eğitimi (Fakülte) (4 Yıllık),BALIKESİR,519740,EA
KOCAELİ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Antrenörlük Eğitimi (Fakülte) (İÖ) (4 Yıllık),KOCAELİ,519768,EA
DOKUZ EYLÜL ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),İZMİR,519896,EA
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),BİLECİK,521089,EA
KIRIKKALE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),KIRIKKALE,521558,EA
İZMİR DEMOKRASİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),İZMİR,522138,EA
DİCLE ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),DİYARBAKIR,522426,EA
UŞAK ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Antrenörlük Eğitimi (Fakülte) (4 Yıllık),UŞAK,522747,EA
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),ÇANKIRI,522773,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),ÇANAKKALE,523168,EA
DOKUZ EYLÜL ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),İZMİR,524412,EA
İZMİR DEMOKRASİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),İZMİR,524912,EA
GAZİANTEP ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),GAZİANTEP,526342,EA
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (4 Yıllık),MUĞLA,526478,EA
PAMUKKALE ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),DENİZLİ,526853,EA
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (İÖ) (4 Yıllık),MANİSA,527468,EA
"ÇANKIRI KARATEKİN ÜNİVERSİTESİ Sanat, Tasarım ve Mimarlık Fakültesi Akademik Kadro",Grafik Tasarımı (4 Yıllık),ÇANKIRI,528223,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),BURSA,528462,EA
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),MUĞLA,528885,EA
BURSA TEKNİK ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,İşletme (4 Yıllık),BURSA,529302,EA
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Bilgi ve Belge Yönetimi (4 Yıllık),ANKARA,529744,EA
HARRAN ÜNİVERSİTESİ Ziraat Fakültesi Akademik Kadro,Tarım Ekonomisi (4 Yıllık),ŞANLIURFA,530875,EA
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Ekonometri (4 Yıllık),ANKARA,534842,EA
GÜMÜŞHANE ÜNİVERSİTESİ Gümüşhane İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Yönetim Bilişim Sistemleri (Fakülte) (4 Yıllık),GÜMÜŞHANE,536902,EA
ONDOKUZ MAYIS ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),SAMSUN,536964,EA
İSTANBUL MEDENİYET ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Bilim Tarihi (4 Yıllık),İSTANBUL,538185,EA
İSTANBUL ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Protohistorya ve Ön Asya Arkeolojisi (4 Yıllık),İSTANBUL,538569,EA
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Ziraat Fakültesi Akademik Kadro,Tarım Ekonomisi (4 Yıllık),AYDIN,538951,EA
GAZİANTEP ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),GAZİANTEP,539531,EA
ANKARA ÜNİVERSİTESİ Dil ve Tarih Coğrafya Fakültesi Akademik Kadro,Klasik Arkeoloji (4 Yıllık),ANKARA,539779,EA
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Ziraat Fakültesi Akademik Kadro,Tarım Ekonomisi (4 Yıllık),MALATYA,540454,EA
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),İZMİR,540993,EA
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),BALIKESİR,541051,EA
DÜZCE ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Sigortacılık ve Sosyal Güvenlik (4 Yıllık),DÜZCE,541358,EA
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Ziraat Fakültesi Akademik Kadro,Tarım Ekonomisi (4 Yıllık),KAHRAMANMARAŞ,541669,EA
NECMETTİN ERBAKAN ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce) (4 Yıllık),KONYA,542528,EA
ERCİYES ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),KAYSERİ,542702,EA
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),ANKARA,543084,EA
İZMİR BAKIRÇAY ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),İZMİR,543381,EA
SAKARYA ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,İnsan Kaynakları Yönetimi (Fakülte) (4 Yıllık),SAKARYA,544782,EA
BATMAN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),BATMAN,545087,EA
NECMETTİN ERBAKAN ÜNİVERSİTESİ Güzel Sanatlar ve Mimarlık Fakültesi Akademik Kadro,Grafik (4 Yıllık),KONYA,545644,EA
HİTİT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),ÇORUM,546052,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (4 Yıllık),TRABZON,546407,EA
ORDU ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),ORDU,546550,EA
SELÇUK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (4 Yıllık),KONYA,547403,EA
AKDENİZ ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Arkeoloji (4 Yıllık),ANTALYA,547814,EA
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (İÖ) (4 Yıllık),ESKİŞEHİR,548162,EA
BALIKESİR ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),BALIKESİR,548259,EA
BURSA ULUDAĞ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (İÖ) (4 Yıllık),BURSA,549365,EA
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret (Fakülte) (4 Yıllık),ANTALYA,549651,EA
"SAMSUN ÜNİVERSİTESİ İktisadi, İdari ve Sosyal Bilimler Fakültesi Akademik Kadro",Sağlık Yönetimi (Fakülte) (4 Yıllık),SAMSUN,549765,EA
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Maliye (4 Yıllık),BOLU,550234,EA
EGE ÜNİVERSİTESİ Çeşme Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),İZMİR,550655,EA
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),ESKİŞEHİR,552154,EA
KOCAELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Uluslararası İlişkiler (İÖ) (4 Yıllık),KOCAELİ,552724,EA
AFYON KOCATEPE ÜNİVERSİTESİ Sandıklı Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Sosyal Hizmet (Yüksekokul) (4 Yıllık),AFYONKARAHİSAR,552865,EA
MERSİN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),MERSİN,552967,EA
AKDENİZ ÜNİVERSİTESİ Manavgat Turizm Fakültesi Akademik Kadro,Turizm İşletmeciliği (Fakülte) (4 Yıllık),ANTALYA,552999,EA
PAMUKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),DENİZLİ,553698,EA
İZMİR DEMOKRASİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),İZMİR,554357,EA
YALOVA ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (İÖ) (4 Yıllık),YALOVA,554441,EA
BARTIN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi Akademik Kadro,Sosyal Hizmet (Fakülte) (4 Yıllık),BARTIN,554750,EA
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Şereflikoçhisar Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),ANKARA,555165,EA
KOCAELİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Çalışma Ekonomisi ve Endüstri İlişkileri (4 Yıllık),KOCAELİ,555219,EA
GAZİANTEP ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (İngilizce) (4 Yıllık),GAZİANTEP,556373,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Biga Uygulamalı Bilimler Fakültesi Akademik Kadro,Finans ve Bankacılık (Fakülte) (4 Yıllık),ÇANAKKALE,556426,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Çanakkale Uygulamalı Bilimler Fakültesi Akademik Kadro,Enerji Yönetimi (4 Yıllık),ÇANAKKALE,556801,EA
AKDENİZ ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Felsefe (4 Yıllık),ANTALYA,556915,EA
İNÖNÜ ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Spor Yöneticiliği (Fakülte) (4 Yıllık),MALATYA,556981,EA
SÜLEYMAN DEMİREL ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),ISPARTA,557377,EA
YALOVA ÜNİVERSİTESİ Yalova İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Siyaset Bilimi ve Kamu Yönetimi (4 Yıllık),YALOVA,558139,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),TRABZON,558279,EA
MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Sivil Havacılık Yüksekokulu Akademik Kadro,Havacılık Yönetimi (Yüksekokul) (4 Yıllık),MALATYA,558930,EA
SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi Akademik Kadro,Uluslararası Ticaret ve Lojistik (Fakülte) (4 Yıllık),SAKARYA,559065,EA
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İşletme (4 Yıllık),MUĞLA,559147,EA
EGE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Klasik Arkeoloji (4 Yıllık),İZMİR,559981,EA
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ İşletme Fakültesi Akademik Kadro,Uluslararası Ticaret ve Finansman (İngilizce) (4 Yıllık),ADANA,560355,EA
BARTIN ÜNİVERSİTESİ Spor Bilimleri Fakültesi Akademik Kadro,Antrenörlük Eğitimi (Fakülte) (4 Yıllık),BARTIN,561244,EA
İZMİR DEMOKRASİ ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İnsan Kaynakları Yönetimi (Fakülte) (4 Yıllık),İZMİR,561329,EA
MERSİN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),MERSİN,562007,EA
ÇUKUROVA ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,İktisat (4 Yıllık),ADANA,562436,EA
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Sağlık Yönetimi (Fakülte) (4 Yıllık),KAHRAMANMARAŞ,562597,EA
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İktisat (4 Yıllık),ÇANAKKALE,562793,EA
SAKARYA ÜNİVERSİTESİ Siyasal Bilgiler Fakültesi Akademik Kadro,İktisat (4 Yıllık),SAKARYA,562860,EA
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sosyoloji (4 Yıllık),AYDIN,563235,EA
KARADENİZ TEKNİK ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Kamu Yönetimi (4 Yıllık),TRABZON,563355,EA
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Ziraat Fakültesi Akademik Kadro,Tarım Ekonomisi (4 Yıllık),VAN,563953,EA
