Üniversite  ,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Kimya Mühendisliği (4 Yıllık),ANKARA,111247,SAY
MARMARA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),İSTANBUL,111339,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (İngilizce) (4 Yıllık),ANKARA,111529,SAY
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ Çorlu Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),TEKİRDAĞ,111543,SAY
BAYBURT ÜNİVERSİTESİ Bayburt Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (4 Yıllık),BAYBURT,111771,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İÖ) (4 Yıllık),İZMİR,111866,SAY
GEBZE TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),KOCAELİ,111941,SAY
FIRAT ÜNİVERSİTESİ Teknoloji Fakültesi  ,Yazılım Mühendisliği (İngilizce) (UOLP-Sam Houston State) (Ücretli) (4 Yıllık),ELAZIĞ,112104,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),İZMİR,112212,SAY
AKSARAY ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),AKSARAY,112667,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Kimya-Metalurji Fakültesi  ,Gıda Mühendisliği (4 Yıllık),İSTANBUL,113046,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Mekatronik Mühendisliği (İngilizce) (4 Yıllık),İZMİR,113322,SAY
KAFKAS ÜNİVERSİTESİ Dede Korkut Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (4 Yıllık),KARS,113667,SAY
DÜZCE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),DÜZCE,113785,SAY
ATATÜRK ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),ERZURUM,114368,SAY
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (4 Yıllık),AĞRI,114541,SAY
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),BALIKESİR,114643,SAY
SAKARYA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İÖ) (4 Yıllık),SAKARYA,114729,SAY
ERCİYES ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uçak Gövde ve Motor Bakımı (Fakülte) (4 Yıllık),KAYSERİ,114740,SAY
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Eğitim Fakültesi  ,Matematik Öğretmenliği (4 Yıllık),VAN,114912,SAY
AKDENİZ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),ANTALYA,115096,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),TRABZON,116047,SAY
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),AYDIN,116097,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),İZMİR,116356,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),HATAY,116447,SAY
KIRIKKALE ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),KIRIKKALE,117004,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),ESKİŞEHİR,117165,SAY
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ Mühendislik Fakültesi  ,Malzeme Bilimi ve Mühendisliği (İngilizce) (4 Yıllık),İZMİR,117313,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),ESKİŞEHİR,117458,SAY
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ Mimarlık Fakültesi  ,Endüstriyel Tasarım (Fakülte) (İngilizce) (4 Yıllık),İZMİR,118598,SAY
MARMARA ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),İSTANBUL,118874,SAY
SİVAS CUMHURİYET ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),SİVAS,119191,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Hamidiye Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),İSTANBUL,119855,SAY
FIRAT ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),ELAZIĞ,119883,SAY
ÇUKUROVA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),ADANA,119980,SAY
SAKARYA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (İÖ) (4 Yıllık),SAKARYA,120027,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),SAMSUN,120124,SAY
AKDENİZ ÜNİVERSİTESİ Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),ANTALYA,120314,SAY
SELÇUK ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (İÖ) (4 Yıllık),KONYA,120416,SAY
KARABÜK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),KARABÜK,120767,SAY
AKDENİZ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),ANTALYA,120791,SAY
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),MANİSA,121064,SAY
KASTAMONU ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),KASTAMONU,121097,SAY
HAKKARİ ÜNİVERSİTESİ Eğitim Fakültesi  ,İlköğretim Matematik Öğretmenliği (4 Yıllık),HAKKARİ,121844,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Veteriner Fakültesi (Ereğli)  ,Veterinerlik (Ereğli) (5 Yıllık),KONYA,121852,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),BURSA,121968,SAY
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),ANKARA,122010,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (İngilizce) (4 Yıllık),ÇANAKKALE,122169,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Peyzaj Mimarlığı (İngilizce) (4 Yıllık),İSTANBUL,122429,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Metalurji ve Malzeme Mühendisliği (4 Yıllık),İSTANBUL,122694,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Hamidiye Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),İSTANBUL,122875,SAY
MARMARA ÜNİVERSİTESİ Güzel Sanatlar Fakültesi  ,Endüstriyel Tasarım (Fakülte) (4 Yıllık),İSTANBUL,123094,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (İngilizce) (4 Yıllık),İSTANBUL,123190,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),KONYA,123656,SAY
ANKARA ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (İngilizce) (4 Yıllık),ANKARA,124244,SAY
KONYA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),KONYA,124355,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Gemi İnşaatı ve Gemi Makineleri Mühendisliği (İngilizce) (Burslu) (4 Yıllık),İSTANBUL,124639,SAY
HACETTEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Gıda Mühendisliği (4 Yıllık),ANKARA,125744,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Makine Mühendisliği (4 Yıllık),BURSA,125835,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (Ankara) (4 Yıllık),ANKARA,125906,SAY
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),VAN,126044,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),BURSA,126151,SAY
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),KÜTAHYA,126543,SAY
KIRKLARELİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Yazılım Mühendisliği (4 Yıllık),KIRKLARELİ,126767,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),SAMSUN,126802,SAY
AKDENİZ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),ANTALYA,127140,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Maden Fakültesi  ,Jeoloji Mühendisliği (4 Yıllık),İSTANBUL,127553,SAY
MARMARA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),İSTANBUL,127589,SAY
KOCAELİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik Mühendisliği (4 Yıllık),KOCAELİ,127955,SAY
FIRAT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Yazılım Mühendisliği (4 Yıllık),ELAZIĞ,128043,SAY
KOCAELİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilişim Sistemleri Mühendisliği (4 Yıllık),KOCAELİ,128046,SAY
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İÖ) (4 Yıllık),ISPARTA,128094,SAY
HACETTEPE ÜNİVERSİTESİ Eğitim Fakültesi  ,Fen Bilgisi Öğretmenliği (4 Yıllık),ANKARA,128436,SAY
PAMUKKALE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),DENİZLİ,128592,SAY
İZMİR DEMOKRASİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),İZMİR,128627,SAY
İSTANBUL MEDENİYET ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),İSTANBUL,128672,SAY
KOCAELİ ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Havacılık Elektrik ve Elektroniği (Fakülte) (4 Yıllık),KOCAELİ,129089,SAY
SELÇUK ÜNİVERSİTESİ Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),KONYA,129273,SAY
İSTANBUL MEDENİYET ÜNİVERSİTESİ Mühendislik ve Doğa Bilimleri Fakültesi  ,Biyomühendislik (4 Yıllık),İSTANBUL,129296,SAY
YOZGAT BOZOK ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),YOZGAT,129516,SAY
MERSİN ÜNİVERSİTESİ Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),MERSİN,129774,SAY
MARMARA ÜNİVERSİTESİ Güzel Sanatlar Fakültesi  ,İç Mimarlık (4 Yıllık),İSTANBUL,130163,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İÖ) (4 Yıllık),BURSA,130336,SAY
GAZİANTEP ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (İngilizce) (4 Yıllık),GAZİANTEP,130574,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Mühendislik Fakültesi  ,Deniz Ulaştırma İşletme Mühendisliği (Fakülte) (4 Yıllık),İSTANBUL,130666,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Otomotiv Mühendisliği (4 Yıllık),ANKARA,131416,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),İZMİR,131943,SAY
ERCİYES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),KAYSERİ,132229,SAY
KOCAELİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),KOCAELİ,132482,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),SAMSUN,133091,SAY
ABDULLAH GÜL ÜNİVERSİTESİ Yaşam ve Doğa Bilimleri Fakültesi  ,Moleküler Biyoloji ve Genetik (İngilizce) (4 Yıllık),KAYSERİ,133155,SAY
KOCAELİ ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,Mimarlık (4 Yıllık),KOCAELİ,133167,SAY
ERCİYES ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uzay Mühendisliği (4 Yıllık),KAYSERİ,133340,SAY
SAKARYA ÜNİVERSİTESİ Bilgisayar ve Bilişim Bilimleri Fakültesi  ,Bilişim Sistemleri Mühendisliği (4 Yıllık),SAKARYA,133505,SAY
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),MANİSA,133844,SAY
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),ANKARA,134090,SAY
SAKARYA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),SAKARYA,134188,SAY
HACETTEPE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Ergoterapi (4 Yıllık),ANKARA,134294,SAY
HARRAN ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),ŞANLIURFA,134320,SAY
ERCİYES ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Uçak Gövde ve Motor Bakımı (Fakülte) (İÖ) (4 Yıllık),KAYSERİ,134615,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Kimya Mühendisliği (4 Yıllık),ESKİŞEHİR,134650,SAY
ANKARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Enerji Mühendisliği (İngilizce) (4 Yıllık),ANKARA,135237,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İnşaat Fakültesi  ,İnşaat Mühendisliği (İngilizce) (UOLP-SUNY Buffalo) (Ücretli) (4 Yıllık),İSTANBUL,135334,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık),İSTANBUL,135383,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Gemi Makineleri İşletme Mühendisliği (İngilizce) (Burslu) (4 Yıllık),İSTANBUL,135463,SAY
EGE ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),İZMİR,135671,SAY
MARMARA ÜNİVERSİTESİ Teknoloji Fakültesi  ,Tekstil Mühendisliği (4 Yıllık),İSTANBUL,135693,SAY
GAZİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),ANKARA,135762,SAY
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),VAN,136095,SAY
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),ZONGULDAK,136127,SAY
İNÖNÜ ÜNİVERSİTESİ Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),MALATYA,136279,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İnşaat Fakültesi  ,Geomatik Mühendisliği (4 Yıllık),İSTANBUL,136530,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ İnşaat Fakültesi  ,Çevre Mühendisliği (4 Yıllık),İSTANBUL,136596,SAY
ATATÜRK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),ERZURUM,137344,SAY
SAKARYA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),SAKARYA,137552,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Deniz Ulaştırma İşletme Mühendisliği (Fakülte) (İngilizce) (Burslu) (4 Yıllık),İSTANBUL,137554,SAY
KOCAELİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Kimya Mühendisliği (4 Yıllık),KOCAELİ,137790,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak Teknoloji Fakültesi  ,Yazılım Mühendisliği (4 Yıllık),BURDUR,137812,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ İTÜ-KKTC Eğitim Araştırma Yerleşkesi (Gazimağusa)  ,Mimarlık (İngilizce) (Burslu) (4 Yıllık),İSTANBUL,138231,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),ADANA,138373,SAY
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),İZMİR,138528,SAY
İZMİR DEMOKRASİ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),İZMİR,138538,SAY
MARDİN ARTUKLU ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),MARDİN,138703,SAY
DİCLE ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),DİYARBAKIR,138791,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),ÇANAKKALE,139203,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),İSTANBUL,139335,SAY
İZMİR DEMOKRASİ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (İngilizce) (4 Yıllık),İZMİR,139456,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),BURSA,139471,SAY
GAZİANTEP ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),GAZİANTEP,139575,SAY
PAMUKKALE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),DENİZLİ,139661,SAY
ERCİYES ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),KAYSERİ,139688,SAY
ANKARA ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),ANKARA,139741,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ANKARA,139912,SAY
ABDULLAH GÜL ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (İngilizce) (4 Yıllık),KAYSERİ,140075,SAY
FIRAT ÜNİVERSİTESİ Teknoloji Fakültesi  ,Yazılım Mühendisliği (4 Yıllık),ELAZIĞ,140108,SAY
KOCAELİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektronik ve Haberleşme Mühendisliği (İÖ) (4 Yıllık),KOCAELİ,140593,SAY
İSTANBUL ÜNİVERSİTESİ Mimarlık Fakültesi  ,İç Mimarlık (4 Yıllık),İSTANBUL,140744,SAY
MARMARA ÜNİVERSİTESİ Teknoloji Fakültesi  ,Elektrik-Elektronik Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),İSTANBUL,140781,SAY
ÇUKUROVA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),ADANA,141251,SAY
MARMARA ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),İSTANBUL,141562,SAY
İZMİR BAKIRÇAY ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),İZMİR,141611,SAY
ATATÜRK ÜNİVERSİTESİ Mühendislik Fakültesi  ,Yazılım Mühendisliği (4 Yıllık),ERZURUM,141935,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Otomotiv Mühendisliği (4 Yıllık),BURSA,142109,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (Ankara) (4 Yıllık),ANKARA,142158,SAY
BURSA TEKNİK ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,Mimarlık (4 Yıllık),BURSA,142214,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Fen Fakültesi  ,Bilgisayar Bilimleri (4 Yıllık),İZMİR,142595,SAY
İNÖNÜ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Yazılım Mühendisliği (4 Yıllık),MALATYA,142641,SAY
EGE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),İZMİR,143413,SAY
İZMİR BAKIRÇAY ÜNİVERSİTESİ Mühendislik ve Mimarlık Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),İZMİR,144506,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),İSTANBUL,144820,SAY
YILDIZ TEKNİK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,İstatistik (4 Yıllık),İSTANBUL,144907,SAY
NECMETTİN ERBAKAN ÜNİVERSİTESİ Hemşirelik Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),KONYA,145088,SAY
ORTA DOĞU TEKNİK ÜNİVERSİTESİ ODTÜ Kuzey Kıbrıs Kampusu (KKTC-Güzelyurt)  ,Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli) (4 Yıllık),ANKARA,145475,SAY
PAMUKKALE ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),DENİZLİ,145704,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),KAHRAMANMARAŞ,145796,SAY
GAZİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ANKARA,146080,SAY
KAFKAS ÜNİVERSİTESİ Veteriner Fakültesi  ,Veterinerlik (5 Yıllık),KARS,146142,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Mimarlık (4 Yıllık),TRABZON,146493,SAY
GAZİ ÜNİVERSİTESİ Gazi Eğitim Fakültesi  ,Fen Bilgisi Öğretmenliği (4 Yıllık),ANKARA,146658,SAY
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ Çorlu Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (İÖ) (4 Yıllık),TEKİRDAĞ,146703,SAY
BURSA TEKNİK ÜNİVERSİTESİ Denizcilik Fakültesi  ,Gemi İnşaatı ve Gemi Makineleri Mühendisliği (4 Yıllık),BURSA,146807,SAY
İZMİR DEMOKRASİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),İZMİR,147300,SAY
İSTANBUL TEKNİK ÜNİVERSİTESİ Maden Fakültesi  ,Jeofizik Mühendisliği (4 Yıllık),İSTANBUL,147409,SAY
BALIKESİR ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),BALIKESİR,147419,SAY
İSTANBUL MEDENİYET ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),İSTANBUL,148373,SAY
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),BİLECİK,148490,SAY
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),MUĞLA,148646,SAY
İZMİR BAKIRÇAY ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),İZMİR,148896,SAY
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (İngilizce) (4 Yıllık),AYDIN,149059,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Hemşirelik (Fakülte) (4 Yıllık),HATAY,149063,SAY
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ Teknoloji Fakültesi  ,Bilgisayar Mühendisliği (4 Yıllık),ISPARTA,149111,SAY
